Ctl_pBABE,KRAS,1289849,1305328,1502844,1572741,1003996,1218257,1549524,1316819,1579078
KRAS_AALE,KRAS,2164475,2665702,2517391,2338585,2866239,2449242,2460089,2517243,2566681
Ctl_pBABE,NC.1,3988158,3462607,3795014,4181760,3727415,4460665,4006438,3808935,4088552
KRAS_AALE,NC.1,4677839,5558302,4925138,5231051,4821107,4903179,4889629,4787711,5732505
Ctl_pBABE,RIG-I,2995400,2805446,2407748,2534903,2548039,3192550,2498420,3124058,2966978
KRAS_AALE,RIG-I,3930031,3709056,4046760,3748534,4466886,4248884,4787919,4202901,4150523
Ctl_pBABE,MDA5,1985551,2246038,2213886,2575092,2442722,2402512,2098431,2119530,2149622
KRAS_AALE,MDA5,2325882,3056510,3900723,3853614,3699859,4219427,3743483,4155178,3783528
