"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CREBRF",66.7813211301849,0.281250569493176,0.248117319783125,0.111518909588217,0.298803794487219
"CREBZF",307.221445772555,-0.0323915501602957,0.136939411454084,0.790860474238381,0.909425668357883
"CREG1",143.40834889431,-0.495553189662107,0.197734012926626,0.00293398901691789,0.0183996544826104
"CREG2",5.49422024313919,0.112240060610052,0.327076190501416,0.188794168799035,0.420610761752837
"CRELD1",89.362929142766,-0.313882733031015,0.241495964861275,0.076073052213187,0.229242629430381
"CRELD2",346.113883011137,-0.0728969905314947,0.12189626905623,0.513933157280168,0.745227363285333
"CREM",181.226731402,0.459893886516007,0.220864984063758,0.00941507881165238,0.0474931387315857
"CRHBP",12.7327716756243,0.145259644933286,0.33682210576378,0.173507725197635,0.399666988801367
"CRIM1",4023.71133551229,-0.379101705017952,0.0683824942400783,1.28076262587395e-08,2.92548017145971e-07
"CRIM1-DT",26.0909535455049,-0.158462127969843,0.288327901477332,0.31304767571565,0.568753809862562
"CRIP1",8.4899366721056,-0.20729709475199,0.40237284830656,0.0358960483189728,0.13294471794739
"CRIP2",298.321184048859,-0.940569885299601,0.152823770191071,7.97200094061247e-11,2.46671789929426e-09
"CRIPAK",98.362740485389,-0.0438933837520495,0.199177298280016,0.772613717591844,0.901182501158154
"CRIPT",120.277901637929,-0.0249553453930594,0.185556200009603,0.864978976775167,0.943170030126719
"CRISPLD1",16.9467069636351,0.20887531134769,0.353794760858863,0.152763280354347,0.367976146560418
"CRISPLD2",226.515798292115,-1.12985737161229,0.182124801931256,4.59176048964062e-11,1.45376687063369e-09
"CRK",1546.98561874152,0.00406548726447135,0.0674318548691979,0.951083375453077,0.979743836863284
"CRKL",583.210256638854,0.195188810346388,0.0976824432529233,0.034722776345766,0.129365616837366
"CRLF1",10.3678563419027,-0.0190206566382842,0.285681234103068,0.862827555638348,0.94239105731184
"CRLF3",171.61712843184,0.269512869910384,0.179164426521449,0.0707480291002684,0.216942311546328
"CRLS1",508.722261906674,-0.214584761280702,0.124186560630612,0.0579862554717629,0.188314160542035
"CRMP1",60.7344346305741,0.58820420701897,0.307504034157076,0.00827459183673166,0.0427164773628593
"CRNKL1",297.474147227366,-0.277273019026599,0.155940476843113,0.0406410449675892,0.145839350030753
"CROCC",66.255451269273,-0.615767326333114,0.299123912682162,0.00541712199916329,0.0303792039766231
"CROCCP2",130.654525317316,-0.39285376419775,0.200527134286492,0.0166913526302122,0.0740866988824594
"CROCCP3",11.0515928905459,0.012368178720791,0.289295269865175,0.907527563656934,0.96115336503874
"CROT",103.053879816618,0.0194611858378039,0.184179933091812,0.895607573315579,0.956270569387897
"CRPPA",14.0597561726496,0.123319406053923,0.310032229713483,0.320766511623572,0.577044302521716
"CRTAM",1.81170696745004,0.0496802684343379,0.311024523544049,0.36858926661625,NA
"CRTAP",1445.96521813276,0.259348065749394,0.0731016690541844,0.000252601465849678,0.00233566863709557
"CRTC1",32.7404132408277,0.0276161940104168,0.249730948943029,0.849967702142948,0.936245854810443
"CRTC2",195.058853398633,-0.124540107486942,0.162087380147312,0.366220791062516,0.621866148923231
"CRTC3",222.783706809799,0.00198529359432654,0.1367684194927,0.988118039025523,0.99476118781492
"CRX",10.9586086104489,0.0742498384453562,0.293284711150919,0.532189583583726,0.758458602169134
"CRY1",436.633085698929,-0.470261248161653,0.115907088815094,1.49311278118675e-05,0.00019200637109914
"CRY2",73.1807285862856,0.137740780869033,0.214578819111293,0.389066747216383,0.641832570972783
"CRYAB",4.46461549618866,-0.0702649117451315,0.310186901039013,0.374159751012473,NA
"CRYBB2",1.70643839641363,-0.0391053096426664,0.310138280117614,0.408637177281728,NA
"CRYBB2P1",150.063410195853,0.0290186769840539,0.172045950918804,0.840657075978655,0.932427253452452
"CRYBG1",15.1942066533847,-0.00421872903617275,0.275863072446425,0.971441863278218,0.98855102740985
"CRYBG2",9.73172568066783,0.354828273227277,0.664532695698112,0.0100069707456382,0.0497387383634494
"CRYBG3",90.6039138013265,0.120833079696809,0.230961643846503,0.452391922836795,0.695670210678531
"CRYGS",10.3495511633896,-0.219120604295186,0.388181020340034,0.0885594755043319,0.255137655767616
"CRYL1",48.5740721747401,0.7432316625801,0.387692210936317,0.00511450596395236,0.0289307919340494
"CRYM",1.96994984580865,0.0848743742552235,0.325749017760908,0.0324108957443812,NA
"CRYM-AS1",8.28280846900198,0.0698667664579776,0.300681866179115,0.49131600860399,0.727138002082848
"CRYZ",699.85983437988,0.0231254556182876,0.0874235069212227,0.784676543583938,0.907518063211459
"CRYZL1",177.765409565557,-0.189708155904886,0.161420365969275,0.169540004865194,0.393200126156751
"CRYZL2P",48.1474078025612,-0.0257901331209969,0.231959004496206,0.865373791645963,0.9432498904148
"CRYZL2P-SEC16B",3.03758855872328,0.0514622596752009,0.312690631665835,0.295071996486748,NA
"CS",2145.54446809213,-0.0823349988484321,0.0622200266691213,0.176242632457898,0.403059004159657
"CSAD",42.5171267236969,-0.221376292698091,0.281294323405372,0.200710601009606,0.437164584811488
"CSDE1",4303.85627007817,0.242586501703714,0.0568643071845035,1.98451224283744e-05,0.000248386782554308
"CSE1L",3074.65187183579,-0.370467483812824,0.0670617325369889,1.47078519149075e-08,3.32912117174989e-07
"CSF1",164.743680545717,-0.510446458377885,0.211931579286652,0.00353182377674124,0.0213804273568196
"CSF1R",6.43573849610329,-0.140743497636153,0.33906192083294,0.142192029059121,0.350990276095575
